uwbid,uwbidnum,Wahlberech,kreisid,xcentroid,ycentroid
09505,9505,1308,0905,1514529.2680832483,6881060.3075904278
03509,3509,1528,0305,1493717.8986240411,6902133.7497147899
08117,8117,1132,0801,1496188.2170702503,6887985.7261449806
01520,1520,713,0105,1485188.8030928951,6900067.4656152353
07607,7607,2022,0706,1490094.1108303238,6879148.4355093716
01302,1302,1142,0103,1486582.0233360997,6894840.2559757410
12623,12623,927,1206,1481297.2394604387,6911091.1021335358
12317,12317,1942,1203,1478545.3504668926,6906222.3745438661
06318,6318,1966,0603,1475212.8229384271,6875365.7828354910
05526,5526,983,0505,1466090.0104289290,6893828.0334484726
08227,8227,1020,0802,1496385.3619362232,6886174.4147822941
01627,1627,1025,0106,1491102.3769709410,6899406.9965699082
01409,1409,979,0104,1484806.6223945823,6896809.0952207092
06503,6503,1315,0605,1486777.6672760046,6880275.7888719505
06201,6201,1777,0602,1483576.3746316251,6883168.2356752492
12505,12505,880,1205,1486624.9803190813,6910466.2330036825
02603,2603,2153,0206,1497340.4962511091,6893517.4284185274
04608,4608,1194,0406,1483127.1551149576,6890022.2457690220
04223,4223,1523,0402,1478819.9665842017,6890849.2142359633
10402,10402,1475,1004,1507470.4361087244,6897012.9115280518
08613,8613,1720,0806,1500764.2769426301,6873983.6420086632
01630,1630,968,0106,1491306.1412757286,6899926.0983188674
08301,8301,1224,0803,1498781.8644974236,6887052.8114203094
07110,7110,2099,0701,1485227.1079243063,6889899.4687397685
06506,6506,1691,0605,1484778.2554978721,6878950.6794306440
11405,11405,1783,1104,1499781.0535692957,6895700.9899880691
05203,5203,773,0502,1467776.7540311697,6898143.9136277037
04611,4611,984,0406,1483693.4713143592,6889675.2196914740
08616,8616,2021,0806,1503591.5082960955,6874602.5016767820
03302,3302,2259,0303,1494752.8144233767,6905677.3503820980
07113,7113,1883,0701,1486894.9939058051,6889644.1450615069
01127,1127,620,0101,1490737.2955783620,6895837.2165986868
12202,12202,1954,1202,1484885.9835469190,6905804.8975478671
11408,11408,1301,1104,1501949.0632973944,6895164.9439601200
05420,5420,1076,0504,1465949.3610112427,6896902.1144163646
05126,5126,845,0501,1467678.1445218311,6900022.8755596997
11314,11314,1548,1103,1499963.2595608921,6896464.8930550460
04524,4524,1283,0405,1477661.4249666964,6886596.2625615615
03208,3208,2177,0302,1488216.4026372700,6907065.9836580930
09309,9309,1344,0903,1508199.2094515490,6876584.7931380188
02314,2314,1765,0203,1495092.7376646209,6891979.9023884581
08604,8604,1057,0806,1500678.9109375593,6876821.2820747690
01115,1115,1135,0101,1492068.8404328905,6897267.8381789681
07407,7407,1842,0704,1491579.0084214171,6886527.5592968259
07101,7101,1822,0701,1485328.2700053153,6891425.0532127433
12116,12116,1079,1201,1487046.8634570667,6904104.7706920402
11317,11317,1156,1103,1500984.3502799612,6896110.0526365805
05408,5408,1073,0504,1465853.6446193652,6895405.5596436104
05129,5129,1050,0501,1465344.4687138603,6901550.2627514759
09617,9617,1545,0906,1522948.1707807353,6882447.8298877580
09312,9312,1471,0903,1507348.4124874126,6874255.3062296780
03707,3707,1903,0307,1496112.3658850652,6899224.2905662982
03211,3211,1939,0302,1489410.3526887475,6906785.8427886777
07410,7410,2278,0704,1487243.9841474078,6884487.4869893193
01406,1406,852,0104,1484236.5915894941,6896860.1453537224
01118,1118,591,0101,1490549.9796596337,6896013.7740800893
12502,12502,1255,1205,1487619.5511714995,6912222.6639223145
12119,12119,1349,1201,1487927.8033232195,6903511.7918730807
05411,5411,1057,0504,1464103.2964074225,6897296.7996903518
04220,4220,1246,0402,1475925.3814238536,6891406.9512467021
09620,9620,1323,0906,1528001.9733121837,6877676.1515286798
03710,3710,1539,0307,1495737.9206764919,6899667.7437606771
06518,6518,1656,0605,1487303.3387542046,6878742.4559609313
11417,11417,2027,1104,1502987.3338272618,6893568.3747560801
05215,5215,847,0502,1467904.7197798872,6899426.6511204224
04623,4623,1097,0406,1483364.7202286576,6888149.3484414658
09405,9405,1913,0904,1511823.1566165655,6871718.9112166390
09106,9106,2038,0901,1499336.4225011198,6888465.3514653388
03314,3314,1971,0303,1490881.5363775485,6903934.6978371041
02412,2412,2054,0204,1495355.0498952742,6894030.6986401724
07506,7506,2006,0705,1490909.2156352759,6884956.2404014580
01207,1207,1243,0102,1492174.6719741123,6895000.1244294206
05432,5432,1215,0504,1461549.8316405546,6895208.3312924681
12214,12214,750,1202,1484619.1211925480,6904281.1663689381
05218,5218,968,0502,1469325.5323695845,6898856.7978600450
11420,11420,1346,1104,1500839.1218621649,6892785.4781448683
03814,3814,1475,0308,1492571.7122977807,6896663.9188152989
10116,10116,1192,1001,1509873.0406323150,6901892.9701297861
03317,3317,1837,0303,1491489.3498744904,6902473.7276177276
09408,9408,1097,0904,1510999.3003692180,6879221.7559063099
01430,1430,1147,0104,1486733.1634921557,6898700.8160322588
01210,1210,915,0102,1493009.0290924388,6895996.8936318336
07509,7509,1957,0705,1490628.1735340862,6883316.8791475547
12526,12526,1561,1205,1487314.3616020065,6908065.0846462091
12217,12217,1464,1202,1483427.0045709712,6903342.3593084104
05502,5502,685,0505,1469504.1949044464,6893798.5111919837
04320,4320,1546,0403,1480806.0044362880,6892229.4112635991
10423,10423,1242,1004,1509386.8969943596,6887150.6768309567
05206,5206,900,0502,1467809.9435855292,6896799.3264009655
10104,10104,1849,1001,1509068.8811647145,6903506.3526423760
03802,3802,1586,0308,1495020.4083973386,6897630.3422863698
03305,3305,1508,0303,1492527.6144821907,6906457.0321367355
07805,7805,2089,0708,1491720.4338127254,6872443.9888533698
01418,1418,974,0104,1486096.6232249057,6896727.4050053470
01130,1130,864,0101,1490159.5483489700,6899141.2724867994
06210,6210,1713,0602,1483859.6256556325,6882019.9667522209
12514,12514,376,1205,1486383.1997541001,6909052.9321239619
02612,2612,1447,0206,1497519.8388071209,6891630.6492600683
05423,5423,984,0504,1464774.0716448750,6900278.9331640014
12205,12205,798,1202,1478933.4947144862,6904516.8275903100
04308,4308,1545,0403,1478588.8006774012,6893560.6406520903
10411,10411,1320,1004,1508676.5671040257,6895417.5892776437
03805,3805,1694,0308,1494737.2797656213,6897181.3705074443
10107,10107,1297,1001,1510168.5655513641,6903561.5035462789
02104,2104,2011,0201,1489006.2897593037,6890485.9593647225
08310,8310,1362,0803,1498682.0780984017,6884429.7970285006
01421,1421,1272,0104,1486176.8744130093,6897193.8057136955
07808,7808,2043,0708,1493729.7765494050,6871393.4893373027
06515,6515,1681,0605,1486661.3245104151,6876682.8303309837
12517,12517,938,1205,1484759.5609203472,6908792.9186325194
02615,2615,870,0206,1499424.0842744873,6890467.9826436173
06213,6213,2061,0602,1485524.1719134985,6881737.1648416957
04620,4620,1508,0406,1483697.4792600651,6888697.5917482274
10414,10414,1382,1004,1510404.3173356573,6895917.5210433202
04311,4311,1416,0403,1479643.1805775820,6893316.9589486076
09103,9103,1926,0901,1497254.0720761213,6889249.5122512672
02409,2409,2080,0204,1497249.4488898900,6894316.4994574785
08313,8313,1234,0803,1499874.5318732809,6884198.9198172428
02107,2107,1739,0201,1490090.2933821457,6889859.0050930958
05102,5102,968,0501,1470946.0127332127,6905800.5746779470
01419,1419,1200,0104,1485818.1549573035,6899598.1067578169
07806,7806,1806,0708,1492760.1484200633,6871686.1251951596
12515,12515,874,1205,1487594.2550953168,6909716.2438484496
09213,9213,2173,0902,1503327.6321556049,6886107.1276015490
03102,3102,2130,0301,1503890.2844739109,6916231.5618740683
06211,6211,1702,0602,1484287.3742196560,6881541.3760953611
02613,2613,1915,0206,1498408.1973659846,6891328.0686850259
10412,10412,1329,1004,1508415.9864248082,6894136.2002388174
07308,7308,1734,0703,1484870.2762322505,6885883.3640868692
04309,4309,1527,0403,1478336.6710617251,6893089.0471436288
08311,8311,1067,0803,1499763.4679619856,6885079.4461579332
05318,5318,858,0503,1468966.9335336830,6894981.8099822300
11614,11614,1117,1106,1505993.1485763439,6888416.5862398818
02105,2105,1919,0201,1490839.4519886111,6890091.3043774897
06516,6516,1853,0605,1487132.1385905989,6877909.5499693872
03603,3603,1690,0306,1493069.4401104457,6900611.8550484423
09516,9516,2022,0905,1518451.8943494367,6874361.3769816319
04621,4621,1159,0406,1484293.1316400382,6887803.6347561488
01313,1313,1229,0103,1484863.2171634578,6895266.3837625338
12404,12404,1633,1204,1484110.3593974190,6910960.0199114373
09104,9104,1133,0901,1497725.7381147335,6888702.9802021366
06102,6102,1767,0601,1481947.7909556220,6884773.1769180875
02410,2410,2198,0204,1496060.3045741345,6894174.3700858708
10303,10303,1149,1003,1512955.8154039269,6899676.5647799699
04114,4114,1252,0401,1481578.0491904228,6896474.5547571788
08203,8203,1467,0802,1494272.5195182615,6887510.6103460034
05216,5216,834,0502,1468686.1987682355,6898980.8547694087
11418,11418,1837,1104,1500561.1270664497,6893159.6653832886
01603,1603,1054,0106,1490644.2828196101,6902145.9944003997
01301,1301,844,0103,1486952.0213611145,6895006.9355836790
07606,7606,2167,0706,1489061.2682580906,6878909.4848968219
04609,4609,1127,0406,1482722.0298987813,6889939.7306090621
08614,8614,1871,0806,1500891.1072429358,6874905.1919142352
05525,5525,877,0505,1467730.4641779240,6889230.2703648536
12316,12316,1348,1203,1478470.6330007941,6907147.6251338990
07111,7111,1834,0701,1485883.6712362275,6889731.8067544531
04102,4102,1131,0401,1478192.3397710687,6898227.4115152890
10217,10217,1138,1002,1508824.1568606996,6898539.6907912623
11406,11406,1773,1104,1500329.1504236783,6895639.2913141884
05204,5204,990,0502,1468080.4936752394,6897539.4371929001
01522,1522,1106,0105,1488604.0379027757,6901746.8759495355
08119,8119,655,0801,1497331.9328965612,6888089.5248332508
12625,12625,947,1206,1480582.5757085532,6909818.6834141621
03303,3303,2075,0303,1494541.1224105484,6906487.1903148405
10524,10524,1458,1005,1517542.0495783151,6894463.1485899678
01128,1128,1160,0101,1490201.7001249189,6898113.7894924860
04422,4422,942,0404,1482303.3501846911,6891324.8515511733
08502,8502,1115,0805,1498430.0917007078,6880753.6058354396
05421,5421,719,0504,1464955.4173131769,6895175.7754750261
12203,12203,1435,1202,1477385.1760023988,6904498.6943193078
02215,2215,2060,0202,1496930.5892096930,6890596.5142731918
03803,3803,1274,0308,1494579.8602240623,6897954.3983481126
10105,10105,970,1001,1508963.8293815255,6903387.9005893376
11211,11211,2082,1102,1504577.8310294675,6902154.0227903910
09605,9605,2100,0906,1516247.3304377352,6881638.2903991612
03615,3615,964,0306,1493522.7469562241,6898687.7360698180
04707,4707,1426,0407,1482506.6753697926,6887362.6849769568
11106,11106,1306,1101,1504271.9666271177,6904454.8396062683
07707,7707,1535,0707,1485988.8886588465,6874648.9943204476
01325,1325,1191,0103,1488045.4189655636,6891179.3660111194
12416,12416,1490,1204,1479942.7871802985,6907364.2141566807
09116,9116,2001,0901,1500631.5289602757,6883913.6490579853
06114,6114,1836,0601,1481648.8728903248,6882923.6601915229
10315,10315,1190,1003,1514677.9703860413,6899098.1943159187
07209,7209,1973,0702,1486181.5491258844,6888166.6773286881
04208,4208,1706,0402,1479418.4973834169,6895372.0979681509
08215,8215,1332,0802,1494988.1277014578,6886919.7516900524
11508,11508,2064,1105,1504690.5857735993,6892111.3818234485
05228,5228,947,0502,1467395.3315342437,6899677.4361300506
01615,1615,973,0106,1489137.5710431635,6900460.0613098880
06417,6417,1689,0604,1484357.2691982940,6874757.8896867912
09418,9418,1876,0904,1510376.4154222552,6882948.9217804847
03410,3410,2039,0304,1499569.4886289642,6901502.1277909642
04521,4521,1031,0405,1478534.4235470323,6888844.4524452193
01220,1220,1271,0102,1492830.8961776940,6892561.0460541192
10622,10622,1791,1006,1513949.6677746724,6897125.1212198315
12303,12303,1088,1203,1475234.8261376419,6913339.3170497697
02311,2311,1663,0203,1494147.8546045069,6891119.2051355038
08601,8601,1157,0806,1500256.7364652557,6877296.7259051772
05512,5512,955,0505,1466582.8968520698,6891824.3927892130
10204,10204,1857,1002,1508849.3103349940,6901067.8426350877
03908,3908,1927,0309,1496756.5013841449,6898225.1968859006
03315,3315,1971,0303,1491798.7524313712,6903286.8685631091
09406,9406,1913,0904,1509767.3857001124,6881761.2646270664
06405,6405,1763,0604,1483779.5588701263,6876164.7227674909
10610,10610,1655,1006,1511739.0089720893,6894943.0490939850
01208,1208,908,0102,1492553.4540318034,6894141.7645774446
07507,7507,2042,0705,1491023.6534451959,6884122.0279963389
04509,4509,1392,0405,1480337.6276881611,6890958.2748324601
12215,12215,1738,1202,1482908.3233558650,6903922.4681072943
08514,8514,1648,0805,1497630.2975820201,6877428.2749494147
05433,5433,1089,0504,1464126.2044661606,6900486.2230601907
06713,6713,1505,0607,1470509.6024648068,6879472.5532358661
10117,10117,858,1001,1509538.1359378118,6901523.3881175928
03815,3815,1565,0308,1492859.5506154879,6897223.2946211398
05114,5114,907,0501,1470068.7577831850,6901389.8778599519
11302,11302,1219,1103,1499229.3219795602,6897062.5185551057
01431,1431,1081,0104,1487272.4157482963,6898975.5697160894
12527,12527,1082,1205,1486365.9206801332,6907780.6881151060
03114,3114,1533,0301,1499049.4570062819,6912172.9420687156
10424,10424,1002,1004,1508697.9526619234,6888942.7600401919
01103,1103,1315,0101,1489753.3079283768,6895669.3162364056
04321,4321,1204,0403,1480914.8581887214,6891636.8562807217
08323,8323,1718,0803,1497244.5131356590,6881411.5393288154
12104,12104,936,1201,1486645.0795162183,6904411.7343374100
05330,5330,820,0503,1469905.4965147837,6896297.6296105729
01209,1209,946,0102,1492657.2033251834,6895708.0820455011
12216,12216,1606,1202,1482165.2209636674,6903901.3137775995
05501,5501,950,0505,1468975.9771648110,6894327.6865103012
08515,8515,998,0805,1499546.2498354083,6878011.5194816403
10118,10118,1165,1001,1510258.8586475879,6901711.0380409360
03816,3816,1592,0308,1493290.4997688786,6898077.5107366536
06714,6714,1374,0607,1471295.8711426302,6878510.5288421735
11303,11303,1851,1103,1499567.1516021243,6897596.0863567460
01432,1432,1019,0104,1487338.8444289411,6898692.1779304137
05115,5115,1109,0501,1469239.6602307588,6900406.3921416141
12601,12601,272,1206,1479751.5275065985,6919459.1499914890
03115,3115,2038,0301,1495234.9331555222,6908688.2265581042
04322,4322,1191,0403,1480397.9524819208,6891360.2010120582
10425,10425,1411,1004,1506140.0243824923,6895467.0488651907
01104,1104,1077,0101,1488814.5215838035,6898354.4997796034
12105,12105,824,1201,1487614.9829829400,6904492.3447114779
05331,5331,740,0503,1472277.2305280168,6896619.6713673295
08401,8401,1107,0804,1493245.8946420143,6880083.5747233527
09606,9606,1965,0906,1516244.1322840631,6882507.5426842216
06601,6601,1415,0606,1473779.3006952719,6881449.4445453864
03616,3616,873,0306,1493855.4954370300,6899189.0382844564
11107,11107,1740,1101,1505571.3698890118,6904438.5660279300
07708,7708,2034,0707,1486393.8289808775,6874823.7636003857
04708,4708,1356,0407,1481814.0205149599,6887126.2925041299
01326,1326,1408,0103,1487792.8263008427,6892834.7001322228
04310,4310,1075,0403,1479213.4256167710,6893150.3993914993
10413,10413,1228,1004,1509938.1367266849,6894334.8804445863
07309,7309,1652,0703,1483078.9829818232,6885325.3030715613
11615,11615,1346,1106,1506879.5736077919,6888693.0760783441
08312,8312,773,0803,1500081.7070990913,6884566.2461440619
02106,2106,2008,0201,1489468.8673905469,6889510.6277852962
05319,5319,791,0503,1476566.3911370258,6899814.5273631299
09517,9517,1962,0905,1522633.4498157890,6876578.5517098159
06517,6517,1657,0605,1486149.0802904207,6878407.2382266773
03604,3604,1474,0306,1492614.0395143456,6900664.9451086503
04622,4622,1547,0406,1484484.5314304638,6888281.8272939557
01314,1314,1113,0103,1484686.7466157749,6895021.7575935405
12405,12405,1781,1204,1484336.6978396720,6910758.3815329894
06103,6103,1764,0601,1482921.5189819594,6884284.2622996690
02411,2411,2256,0204,1494736.0037814882,6893930.8194972333
09105,9105,1353,0901,1497746.7504932384,6889875.3752010632
10304,10304,1044,1003,1513437.1300450782,6899492.0810123682
04115,4115,1393,0401,1480434.4869015301,6895396.8149410272
11419,11419,1593,1104,1501276.1112534280,6893132.6012767460
08204,8204,922,0802,1494571.9432326977,6888009.8866495267
01604,1604,874,0106,1491080.3047506134,6902133.5686222753
05217,5217,748,0502,1467784.3109162983,6898958.1992292749
09407,9407,1522,0904,1510453.7670050946,6881188.4778230423
06406,6406,1910,0604,1483825.6828486829,6877728.7824404463
03316,3316,1890,0303,1492262.3020272828,6902828.6771746641
07508,7508,2209,0705,1493184.8495402238,6883799.2034489727
04510,4510,1476,0405,1480356.1778269042,6890388.4994167630
10611,10611,1006,1006,1511447.4484632050,6894004.3761473391
06308,6308,1783,0603,1477333.9351362032,6877766.4543168098
03209,3209,2102,0302,1487185.8960313338,6906907.4671761636
07408,7408,1951,0704,1488946.5108902047,6886599.5333360871
10512,10512,1272,1005,1510584.5300823699,6887699.0806384450
04410,4410,1289,0404,1481008.6977686943,6892557.5845434265
01116,1116,980,0101,1491787.5337649714,6897040.8365172092
05409,5409,1116,0504,1466323.1866417420,6896074.0855605882
12117,12117,2083,1201,1486271.7282981775,6902988.1953081479
08413,8413,1786,0804,1492485.9954942805,6876438.1589750806
02203,2203,1802,0202,1493653.9205009339,6889166.6035891678
03708,3708,1616,0307,1495911.5979119276,6898831.9017589856
09618,9618,1843,0906,1524951.0312753471,6878905.7416451005
06613,6613,1748,0606,1476151.3243814546,6881124.3196601551
11119,11119,1949,1101,1506040.7641869935,6902846.1426847521
01407,1407,1162,0104,1484150.8245885738,6896328.6749386983
04720,4720,1179,0407,1478983.5790088961,6886926.2051878348
09201,9201,1990,0902,1502296.8230256608,6882820.7518791398
12503,12503,1763,1205,1485826.7355375534,6911365.4931756239
02601,2601,2003,0206,1496450.2339294842,6893679.6198144248
02512,2512,1907,0205,1498344.5032186105,6893115.4861318488
04221,4221,1181,0402,1477591.9358755115,6891917.2501585139
05306,5306,924,0503,1469321.3758129266,6896803.4994887384
01628,1628,955,0106,1487981.8437568385,6899781.7923091538
11602,11602,1656,1106,1504138.6995680446,6890499.5971245458
08228,8228,941,0802,1496626.5885858468,6885951.6212233789
03508,3508,1899,0305,1493764.8782906234,6901722.8115939097
09504,9504,1958,0905,1512835.2927301170,6880552.9850711962
06504,6504,1543,0605,1483383.8922129907,6879915.3823373867
09117,9117,1968,0901,1499813.5812700402,6882367.2983619003
06115,6115,1604,0601,1482028.4333205542,6882104.5782481618
12417,12417,1749,1204,1483390.1336849243,6907538.5427668411
04209,4209,1099,0402,1475355.9079469210,6894755.9962234702
10316,10316,1125,1003,1514872.8728335071,6898709.8492229171
07210,7210,1766,0702,1487187.5827649802,6888502.9052473838
11509,11509,1747,1105,1506074.4763893459,6891608.6193496753
01616,1616,1229,0106,1488848.6066530198,6901140.1530380743
08216,8216,1071,0802,1495582.8035212378,6887075.9659262765
05229,5229,848,0502,1467398.7560377356,6899171.8436851101
09419,9419,1491,0904,1512514.8890310330,6883290.5334119368
03411,3411,1704,0304,1499945.0967650930,6903629.9201914370
04522,4522,1306,0405,1477627.0293559530,6887903.5267935907
01221,1221,985,0102,1493472.1523363867,6892584.7066795379
05513,5513,1242,0505,1461776.6331820590,6886623.2001933670
12304,12304,690,1203,1476086.8689257018,6908562.4690239653
08602,8602,1124,0806,1500802.6744110715,6877250.2639560709
02312,2312,1401,0203,1494433.8684026860,6891587.2676015655
03909,3909,1668,0309,1498305.3048266801,6897903.6830508187
10205,10205,1469,1002,1508757.6458439846,6900426.7392487619
11315,11315,1726,1103,1500654.2552683551,6896977.5813235957
01510,1510,1038,0105,1486663.1166345440,6901485.6127548879
08107,8107,1800,0801,1495172.1936175076,6889273.7742190612
05127,5127,892,0501,1467057.1028882514,6900113.6958534745
09310,9310,1653,0903,1507848.3288877441,6875365.8761041034
12613,12613,1097,1206,1480613.7892751012,6914840.6024852823
