uwbid,uwbidnum,Wahlberech,kreisid,xcentroid,ycentroid
03403,3403,2018,0304,1497653.5238201946,6900834.7837583749
09411,9411,1259,0904,1510306.3461345790,6876811.2693461608
09112,9112,2301,0901,1500467.3587763128,6885216.0079865977
01213,1213,1103,0102,1493997.8756498282,6895186.4136026092
07512,7512,1949,0705,1491924.8384239147,6882260.1459501693
07205,7205,1709,0702,1488452.4371048994,6889395.1273843450
12220,12220,1290,1202,1481839.6168431868,6903625.7479340620
11504,11504,1874,1105,1502882.6506945696,6892712.4698205031
05505,5505,825,0505,1469489.6850795979,6892289.4360961011
05224,5224,941,0502,1468260.3308793781,6898522.2756994097
10122,10122,1854,1001,1511335.5199624959,6900902.5645485008
09414,9414,1510,0904,1518005.2194411387,6871339.3404655885
03901,3901,1423,0309,1498748.5785852491,6900171.5117330067
03406,3406,2216,0304,1499586.4771822179,6900369.6428556480
07515,7515,1897,0705,1489308.2027153403,6880808.4077341082
01502,1502,573,0105,1484196.1069592098,6901800.6310812384
01216,1216,1126,0102,1493657.8898371840,6894647.6093076887
12605,12605,983,1206,1478600.0557927233,6916158.9448451521
12223,12223,587,1202,1478311.8373391307,6901829.5090564508
05508,5508,1046,0505,1466036.5353698656,6886538.9797925968
10504,10504,1254,1005,1515487.7133891780,6888887.5200878317
04402,4402,1108,0404,1481942.2402263808,6893621.2761394801
10125,10125,1081,1001,1511101.4571521988,6899875.2942242092
03904,3904,1503,0309,1497774.4139386367,6899863.0232562218
08405,8405,1774,0804,1497460.0160195490,6880876.8349497477
08102,8102,1392,0801,1494467.2276507986,6889656.5895655956
01505,1505,1127,0105,1484544.3589665939,6902466.0705405474
06605,6605,1467,0606,1476067.9275716071,6883639.8381123897
11206,11206,1868,1102,1502143.1842921413,6902939.2032789281
05310,5310,827,0503,1468940.2953281738,6895943.9694298673
04803,4803,1189,0401,1481820.0059502451,6894574.1397880968
09508,9508,1456,0905,1514213.1798955223,6880043.9414196322
09208,9208,1376,0902,1504432.5740965963,6879086.9930875245
03512,3512,2043,0305,1494383.7846674998,6902995.2748822663
07611,7611,2223,0706,1491861.3613682422,6878705.8016061392
07303,7303,1707,0703,1484737.6282235386,6886696.5129982801
01305,1305,1068,0103,1485725.8449541528,6895340.3099723589
05529,5529,936,0505,1460872.7339988926,6882963.1505122101
12320,12320,996,1203,1478564.9302940588,6905087.0077469675
05313,5313,1038,0503,1468809.5663788731,6895397.0309011051
11609,11609,1257,1106,1505020.4371099845,6890005.0714821396
04106,4106,1462,0401,1479276.2064536195,6897147.1598938862
10221,10221,1272,1002,1508970.8327326241,6897551.4050766388
03515,3515,1156,0305,1495543.9783139070,6902826.0099770417
09511,9511,1680,0905,1512996.9876785432,6879317.5439103730
01526,1526,1215,0105,1486910.8350054251,6900537.3635767642
08123,8123,1114,0801,1497606.5973407670,6886999.2141031567
01308,1308,1226,0103,1482776.4367231762,6895759.6555937408
07614,7614,1721,0706,1490255.0786372717,6876389.7670821808
12323,12323,1122,1203,1472868.4641723889,6903950.8730955618
05532,5532,890,0505,1466791.3867241433,6894910.5001390530
04501,4501,809,0405,1472635.8920961521,6888333.3103441577
10602,10602,1872,1006,1513537.5069444363,6896188.2471534126
04109,4109,973,0401,1480054.8217009441,6897697.1740642749
10224,10224,1535,1002,1509874.3304747813,6897586.9058704125
08506,8506,904,0805,1499751.8237287269,6879278.8349411925
01529,1529,1197,0105,1487362.3697325338,6900127.0258758375
08126,8126,1381,0801,1497077.9738757419,6886071.3839535993
08111,8111,883,0801,1496308.3922691660,6888812.8672240051
07601,7601,1973,0706,1488800.9861781923,6880225.8865006901
01514,1514,997,0105,1485243.9798281637,6901011.2234094432
01228,1228,959,0102,1490526.6069918058,6894744.3096032804
06312,6312,1860,0603,1479996.1100461311,6877769.2932302682
12617,12617,1145,1206,1480582.2516727084,6912595.4526895611
05520,5520,911,0505,1464126.0966404723,6894505.6197568998
12311,12311,1119,1203,1473887.5643087558,6910503.8279256215
04414,4414,1389,0404,1482777.8420253892,6892676.9795028530
10516,10516,1359,1005,1511895.3466056183,6892740.2591717187
03916,3916,1599,0309,1495338.0612803227,6897172.7345633609
10212,10212,1967,1002,1507332.1284561465,6900874.0290782191
02207,2207,1766,0202,1493610.0042285684,6890409.3233816605
08417,8417,1205,0804,1494501.7889494984,6875479.5851343824
01517,1517,830,0105,1485566.3332845026,6900287.0059155757
08114,8114,1207,0801,1495765.2883191877,6888193.4612992238
06617,6617,1731,0606,1476833.2911944985,6879993.4935776675
12620,12620,1031,1206,1479725.5127108709,6911720.3897322547
06315,6315,1609,0603,1477687.8898996054,6876549.0218195478
11203,11203,1298,1102,1502807.5093817338,6904257.8513604030
04724,4724,1498,0407,1479911.6369409827,6885782.8749882886
10519,10519,1194,1005,1515663.8822110898,6892549.4726116313
04417,4417,1123,0404,1482336.3624954280,6891827.7742723823
09205,9205,1522,0902,1503522.0686391378,6880029.8971510334
02516,2516,1870,0205,1499717.2698740864,6893316.8671687273
08420,8420,1301,0804,1495564.4324062581,6875748.6384180123
02210,2210,1956,0202,1495167.5863510217,6889929.3993904470
11606,11606,1850,1106,1503717.4672429706,6889758.2346367436
07413,7413,1868,0704,1489415.7455817172,6884496.0648034113
01121,1121,747,0101,1491724.2994049236,6895968.1924580410
07107,7107,1714,0701,1486378.4071005965,6890356.2164222384
05414,5414,903,0504,1464371.2652850086,6896509.9359205347
12122,12122,782,1201,1487478.5933112388,6902424.7793246219
05135,5135,1186,0501,1469794.5131846461,6900658.0075839367
11402,11402,1269,1104,1498510.0408259965,6896173.7139907228
03713,3713,1887,0307,1494627.2096143935,6899564.8769665435
03217,3217,1579,0302,1493236.0162061963,6907727.9894764768
09318,9318,1879,0903,1505917.8065322540,6873483.0673105894
01412,1412,909,0104,1485075.4961808901,6896578.8371298378
01124,1124,1182,0101,1490353.2515062436,6897511.4272134677
07416,7416,2115,0704,1488704.0228723590,6883394.9058325654
12508,12508,629,1205,1487594.5576747330,6910095.2628671136
12125,12125,816,1201,1488890.9435333919,6902390.0116717974
06204,6204,1642,0602,1486412.2343299366,6882496.5771306287
05417,5417,746,0504,1464912.4020012792,6894949.8541514110
02606,2606,2023,0206,1497846.2144540469,6892338.3807274085
10405,10405,1446,1004,1507333.6770316209,6896153.9437497547
10101,10101,1827,1001,1511725.0682406200,6903111.4106091503
04302,4302,1083,0403,1480404.5393821863,6894362.6663241303
03716,3716,1724,0307,1493612.8920750259,6900686.8558761170
08304,8304,1057,0803,1495739.1525487138,6884697.1233297409
07802,7802,1870,0708,1490650.0714182125,6870816.1135674706
01633,1633,1283,0106,1490500.7069538557,6900480.5237215217
01415,1415,1138,0104,1485897.2428917168,6896198.0779169733
06509,6509,1812,0605,1487590.2544694110,6879395.8729187138
12511,12511,950,1205,1486844.3480754469,6909909.5016903607
06207,6207,1533,0602,1484753.7685453568,6882263.1170524228
02609,2609,1722,0206,1499794.5902684643,6892750.4128945665
12422,12422,1620,1204,1481790.0469669804,6906226.9885061169
05405,5405,1107,0504,1464369.8523769428,6898230.4606318576
12113,12113,685,1201,1485647.6616728704,6903995.2624704372
04214,4214,1152,0402,1478335.4408482481,6893967.2992118867
10321,10321,1168,1003,1515081.3456800585,6897671.2839296907
03704,3704,1873,0307,1496802.1406606042,6900292.6720454618
09614,9614,2218,0906,1511502.4380764368,6884338.5538579216
01621,1621,656,0106,1488267.0254698009,6900473.8707008641
08221,8221,859,0802,1496009.0088928847,6885753.2599711623
01403,1403,930,0104,1484493.2544793263,6897765.2911904957
12425,12425,1834,1204,1483772.7226256698,6906162.1691664960
10324,10324,1052,1003,1516597.4192508487,6896906.8873068299
04602,4602,1066,0406,1483343.4979034208,6890757.7791707087
04217,4217,1442,0402,1476067.9983113420,6893106.3504429534
08607,8607,1586,0806,1503213.2373892183,6877792.1167757465
08224,8224,975,0802,1494417.8891755717,6885783.6660622973
01624,1624,774,0106,1488011.9592919857,6900125.1320296535
07104,7104,1781,0701,1487860.4919943423,6890465.3163511558
11320,11320,2147,1103,1503761.7439590567,6893342.7932096077
05132,5132,690,0501,1471142.5650233498,6900084.6689653713
04605,4605,1100,0406,1484567.8727520395,6890391.9541671854
09315,9315,1448,0903,1506539.2452079062,6875918.7342511248
03214,3214,1976,0302,1491003.9697061465,6907346.7228558566
08610,8610,1629,0806,1499920.9684823672,6875955.0345896836
01424,1424,1193,0104,1485425.8334235540,6898876.3339283671
07503,7503,1880,0705,1489485.1245772357,6882605.3100172570
01204,1204,1138,0102,1491500.3276737579,6892774.5199371567
12520,12520,853,1205,1487067.0643421863,6908954.9678868931
12211,12211,1591,1202,1485004.7649039305,6904936.2517776936
06216,6216,1623,0602,1483115.6304055755,6882089.2187228557
05429,5429,966,0504,1463977.3924436432,6897638.6644978132
07608,7608,1979,0706,1491600.2554153809,6879533.8177635632
10417,10417,1041,1004,1509548.1331707842,6892913.3451648792
10113,10113,1894,1001,1510144.6039252980,6902643.9511134177
04314,4314,1429,0403,1480083.5657491058,6892650.2874245225
03811,3811,1503,0308,1493755.8484768819,6897385.0059965970
08316,8316,1254,0803,1496005.8413133952,6883438.6195683330
07814,7814,1650,0708,1492906.4410111089,6868966.0765857529
02110,2110,1836,0201,1490407.4705698013,6889171.7874412844
01427,1427,797,0104,1485884.0724094098,6898301.7133228602
12523,12523,785,1205,1486934.8851943021,6908636.8552851109
04626,4626,1421,0406,1483920.5542987171,6887375.8922084915
04317,4317,1009,0403,1479219.0019446916,6891935.0053767487
10420,10420,1213,1004,1508483.4121701028,6890611.6812479841
02415,2415,826,0204,1496329.7656856487,6892400.0653624879
09109,9109,2149,0901,1501080.1764526397,6886716.3124002125
02113,2113,1999,0201,1491219.9149563964,6889084.7474593427
08319,8319,1257,0803,1496909.4417150370,6882502.3690590262
07202,7202,2048,0702,1486088.1159713762,6888772.9849202139
05221,5221,813,0502,1469471.0147507053,6897660.5056873849
11501,11501,1330,1105,1505282.9088712006,6893188.8738135109
04703,4703,1148,0407,1482532.2080518100,6888664.2270848192
11102,11102,1062,1101,1505506.0148452614,6906474.9678516872
10408,10408,1317,1004,1507784.2281262530,6894947.5205507008
04614,4614,1116,0406,1484174.5684824963,6889057.3170966739
04305,4305,1471,0403,1480289.9124655616,6893708.7277826052
08619,8619,1370,0806,1503403.4954430424,6875686.2588382754
08307,8307,1479,0803,1497057.4740279422,6884917.1501561152
02403,2403,2160,0204,1495973.5664499647,6895000.5493050627
02101,2101,1959,0201,1489591.0369486439,6891939.0440898780
06512,6512,1635,0605,1485324.3640408060,6878669.7767631244
05209,5209,880,0502,1468531.7427558333,6899784.7625035001
11411,11411,1432,1104,1500485.2890381326,6893988.6617908869
04617,4617,1305,0406,1483224.2107157633,6888948.2292471426
03308,3308,1706,0303,1493395.0760648691,6905073.5589908147
02406,2406,2172,0204,1497357.3652461779,6895474.9293873645
08622,8622,1588,0806,1504043.7701007137,6876761.0452819876
01201,1201,1134,0102,1490257.2825512050,6893354.4625536017
12208,12208,991,1202,1481420.7655572442,6904330.9403064419
05426,5426,1092,0504,1463810.1455852692,6895583.9126810040
11414,11414,1982,1104,1503148.7096815188,6894077.0518785678
05212,5212,692,0502,1470210.6350097833,6899340.3051169328
10110,10110,919,1001,1511218.9546710521,6903166.8903033128
03808,3808,1794,0308,1493967.2286143459,6896275.6344116461
09402,9402,1654,0904,1510196.6427146255,6871503.5973595483
03311,3311,1656,0303,1492757.6248918907,6904788.7353818249
07811,7811,1822,0708,1494246.5205279239,6870890.8459764412
10223,10223,1543,1002,1509835.1703877181,6898144.7428202527
04108,4108,873,0401,1480425.3528021043,6898111.9762800606
11412,11412,1767,1104,1500897.8020638030,6894250.0830786657
08125,8125,1590,0801,1497107.0513959941,6886476.9449235285
01528,1528,1247,0105,1487003.0534843870,6900300.3003962506
05210,5210,1234,0502,1470319.0426847455,6899793.9786983319
03309,3309,1790,0303,1493854.6475750247,6904206.8080843054
07501,7501,1646,0705,1487728.5205633948,6882137.7076925673
04503,4503,986,0405,1478366.8159661868,6889669.3829458877
10604,10604,1530,1006,1512269.4938461455,6896153.2163629755
01202,1202,1079,0102,1491263.1498837904,6893626.5642517358
12209,12209,804,1202,1482164.7017964590,6904493.2653484503
05427,5427,953,0504,1465387.3336421975,6895401.2028136868
08508,8508,1624,0805,1497307.3774250986,6878446.2278089188
10111,10111,1013,1001,1511449.7947714860,6902931.6880299654
03809,3809,1692,0308,1493915.4102369782,6898160.3606210928
06707,6707,1812,0607,1472758.2836701681,6879971.8744980050
11217,11217,1927,1102,1504978.9258799187,6899414.2830274869
07812,7812,1766,0708,1491074.3039235014,6869362.8134554969
05108,5108,831,0501,1471255.5512921924,6902588.6571528260
01425,1425,862,0104,1486483.7243952532,6899306.9140321631
09219,9219,1258,0902,1505761.9325102658,6884350.6648971420
06217,6217,1852,0602,1482584.3370496989,6881100.8782617366
12521,12521,1101,1205,1485414.1665591563,6908307.5879945150
03108,3108,2089,0301,1502264.6388273959,6912583.4020543713
02209,2209,1993,0202,1494659.0698156895,6890652.7819569334
08419,8419,1012,0804,1495202.3336560959,6876403.5123140225
05415,5415,748,0504,1463371.2078358678,6896693.7495783130
06619,6619,1470,0606,1475937.8841975664,6878184.6526130242
03714,3714,1768,0307,1494061.0467778565,6900006.2185999546
04802,4802,1141,0401,1481342.4236971445,6894553.8876316333
11205,11205,1420,1102,1502609.6441251636,6903541.5172106698
01413,1413,799,0104,1485254.7581738140,6896547.8176369648
06205,6205,1714,0602,1486461.6436312327,6881628.4365603011
12509,12509,1053,1205,1488269.1049835340,6910145.9141479339
09207,9207,1530,0902,1503284.6752614861,6879139.3646175312
02607,2607,2028,0206,1498752.6758188852,6892768.7565437639
10406,10406,1280,1004,1507371.4877229980,6895487.0176590215
04303,4303,1266,0403,1480683.1288689694,6894141.4134408562
07302,7302,1803,0703,1483956.8983668510,6886555.9920145152
11608,11608,1756,1106,1504324.9650640823,6889725.4302603649
08305,8305,1255,0803,1494672.4720910201,6884608.6733369986
01634,1634,1376,0106,1490026.8125891862,6900590.1996817645
05312,5312,925,0503,1474552.7752204277,6900189.5277241915
09510,9510,1356,0905,1511974.8088350166,6880351.6753614303
06510,6510,1946,0605,1487852.5730584441,6877781.8847005395
03514,3514,1905,0305,1494586.3197237137,6903978.8786227675
07613,7613,2067,0706,1488266.1306016957,6876345.5835479768
04615,4615,1182,0406,1483621.2082108529,6889004.5551161766
01307,1307,1110,0103,1484274.4155134731,6895826.9661465641
12322,12322,1602,1203,1479348.0480902884,6905158.8108354295
05531,5531,1029,0505,1466246.3566634837,6895013.9462775877
02404,2404,2217,0204,1495351.9249324566,6894601.8448931482
08620,8620,1932,0806,1503547.8800735199,6873868.6781133600
05506,5506,1116,0505,1465192.2665534271,6894151.8023694204
12221,12221,1530,1202,1482643.1229113985,6903399.1672215778
08520,8520,1047,0805,1500823.4498153613,6877759.6057397593
02305,2305,1990,0203,1491986.2265256986,6891129.1534223370
03902,3902,1652,0309,1498771.7015115356,6899727.1225747010
10123,10123,1804,1001,1511899.9183716611,6901039.7429430913
06719,6719,1743,0607,1474905.4954907203,6877473.1140887784
11308,11308,1351,1103,1501543.8068498380,6897438.6366597163
01503,1503,682,0105,1484444.0660748987,6901834.0109905591
05120,5120,924,0501,1469954.1394861473,6902641.1148045100
09303,9303,1982,0903,1506748.5335073397,6878517.6840938069
12606,12606,1409,1206,1480401.3654264961,6916561.8051701020
06301,6301,1740,0603,1479247.6697203673,6880128.7721719947
03202,3202,700,0302,1492138.5923353697,6913460.0879642777
07401,7401,1901,0704,1486185.9338403940,6886069.4026073897
10505,10505,1335,1005,1516032.8711218648,6889584.6079782071
04403,4403,1319,0404,1483401.8606635150,6893840.2757947277
01109,1109,658,0101,1491217.2147353408,6896668.4500298118
05402,5402,735,0504,1466232.6550447315,6897950.9911630582
12110,12110,898,1201,1488731.8456574148,6904014.6227558302
08406,8406,1811,0804,1497302.9514197374,6880097.6418938627
03701,3701,1925,0307,1495193.8601919569,6901194.7552262088
09611,9611,1339,0906,1512855.1121864105,6884631.3828291418
06606,6606,1385,0606,1477502.9830550442,6884388.1800304800
11112,11112,1537,1101,1503328.2081367895,6903096.7073872825
01400,1400,1268,0104,1482823.9630684042,6897097.5854323888
07713,7713,2069,0707,1493058.2626864635,6874489.4241589401
04713,4713,1322,0407,1481775.9042891513,6885984.6861294797
07314,7314,1688,0703,1484007.6000732256,6885044.5655704457
04315,4315,1388,0403,1480283.8930432859,6892223.1746822819
10418,10418,1613,1004,1510562.1569956606,6891503.5738633284
11620,11620,1429,1106,1503991.2469788517,6887360.8625486856
02111,2111,1934,0201,1490800.3417146991,6889271.5798591208
08317,8317,1766,0803,1494839.9047153592,6882778.6824306045
05324,5324,923,0503,1475725.5951151869,6899244.5367794205
03609,3609,1706,0306,1492429.9443918229,6899535.2802011585
07701,7701,1818,0707,1487137.7426387058,6875917.3199609099
04701,4701,1249,0407,1482283.9418861913,6888871.4019598700
01319,1319,769,0103,1484692.7745699445,6894132.5044372128
06108,6108,1928,0601,1481940.9552757281,6884087.9616094884
12410,12410,1145,1204,1484254.8105593126,6910165.0043379301
09110,9110,2192,0901,1500310.3101791698,6886190.3538595969
04202,4202,1165,0402,1474167.2633662350,6893687.3022321416
10309,10309,1016,1003,1513406.1388401031,6898621.1721800845
07203,7203,1906,0702,1486696.6444413608,6888997.7719026413
11502,11502,2010,1105,1506029.6935905111,6893245.0173099507
01609,1609,744,0106,1490101.4780318290,6902083.8502646964
08209,8209,1568,0802,1496314.7523911197,6887263.7988634584
05222,5222,871,0502,1470085.3353131488,6898069.3041935582
09412,9412,2119,0904,1511493.2024511935,6876618.3806358799
06411,6411,1735,0604,1480937.3393065771,6875499.7620116929
03404,3404,2164,0304,1498308.5985872250,6901204.0375566194
07513,7513,2014,0705,1488772.9945791559,6881255.9514098912
10616,10616,1136,1006,1514118.9550180405,6895389.2655366873
04515,4515,1207,0405,1482170.3482346660,6890281.8728981232
01214,1214,1022,0102,1494550.2634728097,6894930.4093198534
03610,3610,1652,0306,1493181.9271562805,6899769.3879666850
11101,11101,1767,1101,1502666.2759838402,6906658.7704408178
04702,4702,1115,0407,1481529.1485353122,6888626.3373483196
01320,1320,618,0103,1485237.0273168606,6893888.4850535905
07702,7702,1723,0707,1488868.5651188679,6875369.2190141864
12411,12411,828,1204,1485040.7292244355,6909785.0932970317
09111,9111,1831,0901,1501435.4439706099,6885615.5109575856
06109,6109,1905,0601,1482602.7702746554,6884097.9704269739
10310,10310,1937,1003,1513252.5419939356,6897852.6644440284
07204,7204,1696,0702,1487596.0926396998,6889725.0711445278
04203,4203,1502,0402,1471804.0872221913,6892428.5594398770
08210,8210,1316,0802,1495066.0536376534,6887435.7038896484
05223,5223,791,0502,1468809.0649656898,6898202.3114112709
11503,11503,1006,1105,1506702.9201128446,6893180.8445829526
01610,1610,906,0106,1489743.4588757409,6902162.5355987130
06412,6412,1620,0604,1481146.0742272658,6874773.1227419442
03405,3405,1914,0304,1498645.7368071373,6901753.1412968980
09413,9413,1273,0904,1514574.2820718957,6873627.3098959597
10617,10617,897,1006,1515253.9938010671,6895686.8403374534
04516,4516,992,0405,1482170.5278777468,6889766.8103945330
01215,1215,1157,0102,1494400.1232925893,6894144.1706945207
07514,7514,2167,0705,1489658.9164345411,6881186.1230551535
12222,12222,1033,1202,1482583.7508208139,6902861.0925042862
08521,8521,1387,0805,1498969.5196641623,6877171.9887261260
05507,5507,1061,0505,1465138.3669905090,6889246.4982913248
02306,2306,1970,0203,1491930.7736706629,6892062.2758487249
10124,10124,1575,1001,1511219.3556590066,6900349.5276584951
03310,3310,1577,0303,1492579.0809376384,6903527.9400590789
09401,9401,2003,0904,1508638.5005832443,6872100.2815947859
10605,10605,1160,1006,1512433.3585841910,6895692.4446943291
07502,7502,2237,0705,1488736.3713268556,6882538.0259417761
01203,1203,1194,0102,1491123.7500825224,6892919.5199476378
04504,4504,1331,0405,1479321.5577914382,6889722.3710100781
08509,8509,1720,0805,1497851.9550473618,6878721.7470458644
05428,5428,1137,0504,1463480.9291514857,6898742.8802358396
12210,12210,1997,1202,1483122.9394753880,6905058.7686686805
06708,6708,1413,0607,1468174.4006393719,6876524.9670738867
03810,3810,1603,0308,1493919.1526724857,6897825.3067518063
10112,10112,1383,1001,1511084.6328440805,6902576.4611858893
11218,11218,1839,1102,1500605.6143224584,6899070.2036189605
05109,5109,1324,0501,1471001.3805585389,6901361.0183036178
01426,1426,749,0104,1486901.6365697468,6899140.7901817616
07813,7813,1742,0708,1492199.3835609320,6869719.5958582601
12522,12522,723,1205,1486270.5199972717,6908583.5116053829
09220,9220,1695,0902,1505658.7063256907,6883944.2611370934
03109,3109,2180,0301,1501938.1702557269,6912042.0193073144
06218,6218,1600,0602,1482974.1864619153,6880552.1087941648
10419,10419,1168,1004,1508210.1688906949,6891976.5562215159
07315,7315,2118,0703,1485141.2284404160,6884833.8584638536
04316,4316,1215,0403,1479741.7882444740,6892216.2869703695
08318,8318,1579,0803,1496444.8188914449,6882952.0265372284
05325,5325,896,0503,1476870.8119442868,6898500.1948792944
11621,11621,1022,1106,1504527.9220781494,6887905.0665170318
02112,2112,1946,0201,1490682.9816514417,6888604.3258703221
08222,8222,1343,0802,1495237.5636220539,6885538.4612379586
11515,11515,2124,1105,1504215.2812477956,6891380.2417796236
05235,5235,918,0502,1468776.4089739402,6896606.0518118646
01622,1622,854,0106,1488926.9488579899,6898629.9535967661
03502,3502,1338,0305,1492725.2360366087,6902572.0357126528
04603,4603,1179,0406,1483878.4685878132,6890706.4691767292
01227,1227,1278,0102,1493328.6199382856,6892113.6166300718
12310,12310,1077,1203,1471293.3729885798,6909800.0137957968
08608,8608,1433,0806,1502746.0860195977,6876725.4155183611
05519,5519,1110,0505,1465780.6349068789,6894128.4635081599
10211,10211,1133,1002,1508658.4073903875,6899719.2133030891
07105,7105,1956,0701,1485300.5316742882,6890746.6935515776
03915,3915,1885,0309,1496061.9125383908,6896943.2082593553
08113,8113,1076,0801,1496225.3519458116,6888354.2957314625
11321,11321,1962,1103,1504586.0929769699,6893162.2664488629
05133,5133,970,0501,1471723.6373892399,6901726.7892132262
01516,1516,951,0105,1485472.8363635810,6900613.2208906775
06314,6314,1800,0603,1478172.6108138850,6875784.0718930392
03215,3215,1859,0302,1491424.0278243748,6908862.1469522594
12619,12619,1450,1206,1483239.6244439064,6912796.1829436421
09316,9316,1755,0903,1506073.8762369894,6874893.4260564027
04416,4416,1427,0404,1481851.6916187180,6891998.7265909966
01122,1122,937,0101,1491807.0061707972,6896196.1252924949
10518,10518,1331,1005,1514354.5375806401,6892583.5731554041
07414,7414,1960,0704,1489979.1629158021,6884554.0991099607
12123,12123,1584,1201,1488998.6895719026,6903166.0379314218
03903,3903,1795,0309,1498560.3174691556,6899059.0021501835
08101,8101,1384,0801,1494325.3330324357,6889980.0440893285
05121,5121,1061,0501,1471201.9459797360,6902256.1940349359
11309,11309,1768,1103,1502247.2683229167,6897567.1794390092
01504,1504,982,0105,1484754.8476583574,6901267.1744452370
12607,12607,1021,1206,1476958.5791332466,6915720.4746714178
03203,3203,1935,0302,1493682.2165167166,6911113.8730028542
09304,9304,1732,0903,1508579.0411894443,6879950.1106408266
06302,6302,1705,0603,1480978.8300977976,6880660.1343919579
10506,10506,1308,1005,1515740.2881470378,6891092.5368651999
01110,1110,1225,0101,1491281.5621303802,6897490.1089362456
07402,7402,1753,0704,1487161.2661340588,6886846.5622236524
04404,4404,1005,0404,1480313.1212314467,6893277.9416159438
08407,8407,1073,0804,1494694.4448348219,6878646.9315059716
12111,12111,989,1201,1489698.3361758527,6903742.9207426794
05403,5403,992,0504,1464274.5555092159,6899178.9720902387
06607,6607,1556,0606,1479195.1431878135,6883836.8017363325
09612,9612,1767,0906,1512908.8770602862,6885947.9822840095
03702,3702,1934,0307,1495558.8006115581,6900872.5363427941
04714,4714,1378,0407,1482217.0522556393,6885666.3223209446
11113,11113,1157,1101,1503579.1799256043,6903529.8241574205
07714,7714,2158,0707,1492068.1082148452,6873514.0580469836
01401,1401,856,0104,1483418.4128656774,6896539.0372619545
12423,12423,1446,1204,1480797.7154601908,6906388.6530055050
02506,2506,1655,0205,1498733.6093562800,6894260.7740453621
10322,10322,1498,1003,1515446.1091798176,6897422.4505505143
04215,4215,1622,0402,1479078.1673885998,6894139.2226819163
09305,9305,1952,0903,1509143.3421121205,6879713.1545850737
08525,8525,1291,0805,1500015.0018167195,6876976.5616889438
08217,8217,966,0802,1496162.0879729476,6886819.4356394373
07712,7712,2011,0707,1491677.8938156667,6874655.2057773825
07403,7403,1642,0704,1487388.3190426021,6888040.4344547857
05404,5404,967,0504,1461749.3170093279,6897107.8516216436
05125,5125,883,0501,1467314.4859989029,6900430.8197538620
04523,4523,1098,0405,1478779.8559391361,6887729.4876752598
04213,4213,1531,0402,1477039.6205003639,6893855.5629077973
03703,3703,2125,0307,1496176.6641345294,6900659.2572458535
03207,3207,1815,0302,1488338.2633877771,6907809.0632064771
02313,2313,1781,0203,1495048.0857013538,6891202.6884660367
01620,1620,1091,0106,1489019.2961664065,6899097.5123492368
01402,1402,1206,0104,1483628.1946286687,6896553.7068126518
01114,1114,929,0101,1491986.4983378493,6897620.7051096447
12424,12424,781,1204,1483151.9340034521,6906432.0833924236
12115,12115,670,1201,1486531.3924927216,6903781.0960142296
11316,11316,1927,1103,1500584.8893921960,6896361.8939667447
10323,10323,1863,1003,1516007.4517655384,6897170.6035283562
09616,9616,1221,0906,1525932.2540453316,6882166.4498634515
09311,9311,1867,0903,1509277.1657454439,6875219.7782832170
08606,8606,1245,0806,1502187.0610314945,6877180.9090009602
08223,8223,1200,0802,1494289.2180596932,6886129.5930919321
07409,7409,1799,0704,1489662.5298042896,6886485.2337125801
07103,7103,1918,0701,1487087.0615627645,6890806.4019430429
01102,1102,931,0101,1489681.7931622011,6897431.1381943356
12412,12412,1970,1204,1480263.8024954151,6908057.9776578462
12103,12103,868,1201,1486081.9921786017,6904577.0323882541
11304,11304,1744,1103,1500516.0650395676,6897565.7137127230
10615,10615,1330,1006,1514544.9809133303,6894139.2088336032
10311,10311,1623,1003,1512590.6593110010,6897480.0345985964
09604,9604,1899,0906,1519185.3949349835,6881963.3457085546
08519,8519,1586,0805,1501609.1596646707,6878641.0940163080
08211,8211,1277,0802,1494453.8141363245,6887099.8125866791
07706,7706,1950,0707,1485812.8089993570,6874274.1801440399
06718,6718,1962,0607,1473812.2623139629,6877115.8083010959
06413,6413,1791,0604,1482291.9612907257,6875661.8195219776
06113,6113,1813,0601,1485415.3394861137,6883783.7513240809
05332,5332,1069,0503,1469417.4926972843,6895911.1882792106
05119,5119,710,0501,1470245.0116819255,6902758.8110715942
04517,4517,1557,0405,1481112.4668762886,6889414.1166610122
04207,4207,1160,0402,1478231.8369742108,6895409.1404475970
03617,3617,1583,0306,1493844.0100665924,6898826.8791215634
03201,3201,745,0302,1490517.9710085064,6915153.8214008007
02307,2307,1864,0203,1492554.8949357832,6891706.9648372978
01614,1614,1205,0106,1489291.9076107107,6899763.9098005164
01327,1327,838,0103,1486953.1721322460,6896397.7161909705
01108,1108,1069,0101,1490882.6132455480,6896420.0941812713
12418,12418,1222,1204,1484004.1343945272,6907972.2717626272
12109,12109,984,1201,1489086.6348023054,6904413.9451919487
11310,11310,1856,1103,1502869.0984805280,6897687.7715825057
10621,10621,1847,1006,1514442.6096275810,6896586.1632580729
10317,10317,953,1003,1515278.4843937515,6898238.6002761517
09610,9610,1555,0906,1512676.2455733102,6883879.1472680308
01632,1632,1034,0106,1491045.6906404467,6900688.3610228496
01414,1414,1035,0104,1485498.4462730994,6896359.2050363161
01126,1126,797,0101,1491510.6818320497,6896706.1303644152
12510,12510,737,1205,1487852.6450730646,6909243.2730319491
